ISO_code,Continent,Country/Region,Date,Total Confirmed,New Confirmed,New Confirmed Smooth (7 days),Total Confirmed Fixed (sum New Confirmed),Total Alive Confirmed Fixed (sum New Confirmed - Total Deaths),Accumulated Alive Confirmed in 14 days,Accumulated Alive Confirmed Smooth in 14 days
DEU,Europe,Germany,2020-04-26,157770,1257,1798.0,157770,151763,39763,44119.42857142857
DEU,Europe,Germany,2020-04-27,158758,988,1670.4285714285713,158758,152601,38101,42323.57142857143
DEU,Europe,Germany,2020-04-28,159912,1154,1660.142857142857,159912,153567,36167,40629.28571428572
DEU,Europe,Germany,2020-04-29,161539,1627,1555.857142857143,161539,155041,34641,39015.42857142857
DEU,Europe,Germany,2020-04-30,163009,1470,1411.4285714285713,163009,156355,32855,37391.42857142857
DEU,Europe,Germany,2020-05-01,164077,1068,1296.857142857143,164077,157310,30410,36106.0
DEU,Europe,Germany,2020-05-02,164967,890,1207.7142857142858,164967,158124,29124,34437.28571428572
DEU,Europe,Germany,2020-05-03,165664,697,1127.7142857142858,165664,158767,28167,32780.71428571428
DEU,Europe,Germany,2020-05-04,166152,488,1056.2857142857142,166152,159128,26428,31113.14285714286
DEU,Europe,Germany,2020-05-05,167007,855,1013.5714285714286,167007,159983,24883,29501.14285714286
DEU,Europe,Germany,2020-05-06,168162,1155,946.1428571428571,168162,160856,20956,27546.14285714286
DEU,Europe,Germany,2020-05-07,169430,1268,917.2857142857143,169430,162007,20307,25753.571428571428
DEU,Europe,Germany,2020-05-08,170588,1158,930.1428571428571,170588,163047,21347,24458.85714285714
DEU,Europe,Germany,2020-05-09,171324,736,908.1428571428571,171324,163744,20444,23218.85714285714
DEU,Europe,Germany,2020-05-10,171879,555,887.8571428571429,171879,164279,19879,22034.85714285714
DEU,Europe,Germany,2020-05-11,172576,697,917.7142857142857,172576,164884,19267,21011.85714285714
DEU,Europe,Germany,2020-05-12,173171,595,880.5714285714286,173171,165402,18202,20057.428571428572
DEU,Europe,Germany,2020-05-13,174098,927,848.0,174098,166206,17506,19564.571428571428
DEU,Europe,Germany,2020-05-14,174478,380,721.1428571428571,174478,166563,16263,18986.85714285714
DEU,Europe,Germany,2020-05-15,175233,755,663.5714285714286,175233,167305,15708,18181.285714285714
DEU,Europe,Germany,2020-05-16,175752,519,632.5714285714286,175752,167783,15183,17429.714285714286
DEU,Europe,Germany,2020-05-17,176369,617,641.4285714285714,176369,168376,14365,16642.0
DEU,Europe,Germany,2020-05-18,176551,182,567.8571428571429,176551,168517,13476,15814.714285714286
DEU,Europe,Germany,2020-05-19,177778,1227,658.1428571428571,177778,169666,13985,15212.285714285714
DEU,Europe,Germany,2020-05-20,178473,695,625.0,178473,170298,13332,14616.0
DEU,Europe,Germany,2020-05-21,179021,548,649.0,179021,170787,12700,14107.0
DEU,Europe,Germany,2020-05-22,179710,689,639.5714285714286,179710,171451,12387,13632.57142857143
DEU,Europe,Germany,2020-05-23,179986,276,604.8571428571429,179986,171694,11978,13174.714285714286
DEU,Europe,Germany,2020-05-24,180328,342,565.5714285714286,180328,172014,11733,12798.714285714286
DEU,Europe,Germany,2020-05-25,180600,272,578.4285714285714,180600,172260,11061,12453.714285714286
DEU,Europe,Germany,2020-05-26,181200,600,488.85714285714283,181200,172797,10830,12003.0
DEU,Europe,Germany,2020-05-27,181524,324,435.85714285714283,181524,173065,10245,11562.0
DEU,Europe,Germany,2020-05-28,182196,672,453.57142857142856,182196,173695,10335,11224.142857142857
DEU,Europe,Germany,2020-05-29,182922,726,458.85714285714283,182922,174387,10142,10903.42857142857
DEU,Europe,Germany,2020-05-30,183189,267,457.57142857142856,183189,174628,9720,10580.857142857143
DEU,Europe,Germany,2020-05-31,183410,221,440.2857142857143,183410,174839,9487,10260.0
DEU,Europe,Germany,2020-06-01,183594,184,427.7142857142857,183594,175008,9376,10019.285714285714
DEU,Europe,Germany,2020-06-02,183879,285,382.7142857142857,183879,175285,8676,9711.57142857143
DEU,Europe,Germany,2020-06-03,184121,242,371.0,184121,175488,8035,9395.857142857143
DEU,Europe,Germany,2020-06-04,184472,351,325.14285714285717,184472,175806,7897,9047.57142857143
DEU,Europe,Germany,2020-06-05,184924,452,286.0,184924,176235,7755,8706.57142857143
DEU,Europe,Germany,2020-06-06,185450,526,323.0,185450,176746,7788,8430.57142857143
DEU,Europe,Germany,2020-06-07,185750,300,334.2857142857143,185750,177034,7810,8191.0
DEU,Europe,Germany,2020-06-08,186109,359,359.2857142857143,186109,177383,7827,7969.714285714285
DEU,Europe,Germany,2020-06-09,186506,397,375.2857142857143,186506,177739,7610,7817.428571428572
DEU,Europe,Germany,2020-06-10,186522,16,343.0,186522,177739,7109,7685.142857142857
DEU,Europe,Germany,2020-06-11,186691,169,317.0,186691,177888,6927,7546.571428571428
DEU,Europe,Germany,2020-06-12,187226,535,328.85714285714283,187226,178412,6877,7421.142857142857
DEU,Europe,Germany,2020-06-13,187267,41,259.57142857142856,187267,178443,6473,7233.285714285715
DEU,Europe,Germany,2020-06-14,187518,251,252.57142857142858,187518,178686,6597,7060.0
DEU,Europe,Germany,2020-06-15,187682,164,224.71428571428572,187682,178844,6152,6820.714285714285
DEU,Europe,Germany,2020-06-16,188252,570,249.42857142857142,188252,179401,6559,6670.571428571428
DEU,Europe,Germany,2020-06-17,188604,352,297.42857142857144,188604,179722,6123,6529.714285714285
DEU,Europe,Germany,2020-06-18,189817,1213,446.57142857142856,189817,180911,7064,6549.285714285715
DEU,Europe,Germany,2020-06-19,190299,482,439.0,190299,181381,7409,6625.285714285715
DEU,Europe,Germany,2020-06-20,190670,371,486.14285714285717,190670,181744,7135,6719.857142857143
DEU,Europe,Germany,2020-06-21,191272,602,536.2857142857143,191272,182346,7606,6864.0
DEU,Europe,Germany,2020-06-22,191768,496,583.7142857142857,191768,182838,7695,7084.428571428572
DEU,Europe,Germany,2020-06-23,192480,712,604.0,192480,183535,7710,7248.857142857143
DEU,Europe,Germany,2020-06-24,192871,391,609.5714285714286,192871,183912,7490,7444.142857142857
DEU,Europe,Germany,2020-06-25,193371,500,507.7142857142857,193371,184400,7636,7525.857142857143
DEU,Europe,Germany,2020-06-26,194036,665,533.8571428571429,194036,185040,7891,7594.714285714285
DEU,Europe,Germany,2020-06-27,194458,422,541.1428571428571,194458,185459,7941,7709.857142857143
DEU,Europe,Germany,2020-06-28,194693,235,488.7142857142857,194693,185694,8037,7771.428571428572
DEU,Europe,Germany,2020-06-29,195042,349,467.7142857142857,195042,186035,8265,7852.857142857143
DEU,Europe,Germany,2020-06-30,195418,376,419.7142857142857,195418,186397,8297,7936.714285714285
DEU,Europe,Germany,2020-07-01,195893,475,431.7142857142857,195893,186867,7767,7976.285714285715
DEU,Europe,Germany,2020-07-02,196370,477,428.42857142857144,196370,187333,7533,7961.571428571428
DEU,Europe,Germany,2020-07-03,196780,410,392.0,196780,187739,7439,7897.0
DEU,Europe,Germany,2020-07-04,197198,418,391.42857142857144,197198,188147,7147,7783.571428571428
DEU,Europe,Germany,2020-07-05,197523,325,404.2857142857143,197523,188469,6750,7599.714285714285
DEU,Europe,Germany,2020-07-06,198064,541,431.7142857142857,198064,189010,6850,7397.571428571428
DEU,Europe,Germany,2020-07-07,198343,279,417.85714285714283,198343,189279,6618,7157.714285714285
DEU,Europe,Germany,2020-07-08,198699,356,400.85714285714283,198699,189621,6468,6972.142857142857
DEU,Europe,Germany,2020-07-09,199001,302,375.85714285714283,199001,189912,6184,6779.428571428572
DEU,Europe,Germany,2020-07-10,199332,331,364.57142857142856,199332,190237,6209,6603.714285714285
DEU,Europe,Germany,2020-07-11,199709,377,358.7142857142857,199709,190607,6341,6488.571428571428
DEU,Europe,Germany,2020-07-12,199919,210,342.2857142857143,199919,190816,6402,6438.857142857143
DEU,Europe,Germany,2020-07-13,200180,261,302.2857142857143,200180,191074,5974,6313.714285714285
DEU,Europe,Germany,2020-07-14,200456,276,301.85714285714283,200456,191346,6246,6260.571428571428
DEU,Europe,Germany,2020-07-15,200890,434,313.0,200890,191778,5778,6162.0
DEU,Europe,Germany,2020-07-16,201450,560,349.85714285714283,201450,192331,5931,6125.857142857143
DEU,Europe,Germany,2020-07-17,202045,595,387.57142857142856,202045,192925,6025,6099.571428571428
DEU,Europe,Germany,2020-07-18,202426,381,388.14285714285717,202426,193303,6103,6065.571428571428
DEU,Europe,Germany,2020-07-19,202735,309,402.2857142857143,202735,193611,6211,6038.285714285715
DEU,Europe,Germany,2020-07-20,203325,590,449.2857142857143,203325,194199,6129,6060.428571428572
DEU,Europe,Germany,2020-07-21,203717,392,465.85714285714283,203717,194586,6365,6077.428571428572
DEU,Europe,Germany,2020-07-22,204276,559,483.7142857142857,204276,195142,6514,6182.571428571428
DEU,Europe,Germany,2020-07-23,204881,605,490.14285714285717,204881,195739,6599,6278.0
DEU,Europe,Germany,2020-07-24,205623,742,511.14285714285717,205623,196471,6775,6385.142857142857
DEU,Europe,Germany,2020-07-25,206278,655,550.2857142857143,206278,197122,7203,6542.285714285715
DEU,Europe,Germany,2020-07-26,206667,389,561.7142857142857,206667,197511,7456,6720.142857142857
DEU,Europe,Germany,2020-07-27,207112,445,541.0,207112,197955,7641,6936.142857142857
DEU,Europe,Germany,2020-07-28,207707,595,570.0,207707,198544,7833,7145.857142857143
DEU,Europe,Germany,2020-07-29,208546,839,610.0,208546,199379,8100,7372.428571428572
DEU,Europe,Germany,2020-07-30,209535,989,664.8571428571429,209535,200359,8808,7688.0
DEU,Europe,Germany,2020-07-31,210399,864,682.2857142857143,210399,201220,9228,8038.428571428572
DEU,Europe,Germany,2020-08-01,211005,606,675.2857142857143,211005,201819,9183,8321.285714285714
DEU,Europe,Germany,2020-08-02,211220,215,650.4285714285714,211220,202034,9126,8559.857142857143
DEU,Europe,Germany,2020-08-03,212111,891,714.1428571428571,212111,202925,9331,8801.285714285714
DEU,Europe,Germany,2020-08-04,212828,717,731.5714285714286,212828,203633,9460,9033.714285714286
DEU,Europe,Germany,2020-08-05,214113,1285,795.2857142857143,214113,204902,10334,9352.857142857143
DEU,Europe,Germany,2020-08-06,215039,926,786.2857142857143,215039,205826,10545,9601.0
DEU,Europe,Germany,2020-08-07,216196,1157,828.1428571428571,216196,206969,11034,9859.0
DEU,Europe,Germany,2020-08-08,216903,707,842.5714285714286,216903,207670,11120,10135.714285714286
DEU,Europe,Germany,2020-08-09,217288,385,866.8571428571429,217288,208054,11271,10442.142857142857
DEU,Europe,Germany,2020-08-10,218508,1220,913.8571428571429,218508,209273,11891,10807.857142857143
DEU,Europe,Germany,2020-08-11,219540,1032,958.8571428571429,219540,210300,11953,11164.0
DEU,Europe,Germany,2020-08-12,220859,1319,963.7142857142857,220859,211614,12623,11491.0
DEU,Europe,Germany,2020-08-13,222281,1422,1034.5714285714287,222281,213032,13378,11895.714285714286
DEU,Europe,Germany,2020-08-14,223791,1510,1085.0,223791,214529,14089,12332.142857142857
DEU,Europe,Germany,2020-08-15,224488,697,1083.5714285714287,224488,215221,14465,12810.0
DEU,Europe,Germany,2020-08-16,225007,519,1102.7142857142858,225007,215740,14553,13278.857142857143
DEU,Europe,Germany,2020-08-17,226700,1693,1170.2857142857142,226700,217432,15183,13749.142857142857
DEU,Europe,Germany,2020-08-18,228120,1420,1225.7142857142858,228120,218847,15170,14208.714285714286
DEU,Europe,Germany,2020-08-19,229706,1586,1263.857142857143,229706,220425,15971,14687.0
DEU,Europe,Germany,2020-08-20,231292,1586,1287.2857142857142,231292,221997,16638,15152.714285714286
DEU,Europe,Germany,2020-08-21,233029,1737,1319.7142857142858,233029,223731,17075,15579.285714285714
DEU,Europe,Germany,2020-08-22,233861,832,1339.0,233861,224557,16951,15934.42857142857
DEU,Europe,Germany,2020-08-23,234494,633,1355.2857142857142,234494,225187,17202,16312.857142857143
DEU,Europe,Germany,2020-08-24,236122,1628,1346.0,236122,226814,18161,16738.285714285714
DEU,Europe,Germany,2020-08-25,237583,1461,1351.857142857143,237583,228270,17937,17133.571428571428
DEU,Europe,Germany,2020-08-26,239010,1427,1329.142857142857,239010,229693,18002,17423.714285714286
DEU,Europe,Germany,2020-08-27,240571,1561,1325.5714285714287,240571,231249,18340,17666.85714285714
DEU,Europe,Germany,2020-08-28,242126,1555,1299.5714285714287,242126,232804,18618,17887.285714285714
DEU,Europe,Germany,2020-08-29,242835,709,1282.0,242835,233504,18714,18139.14285714286
DEU,Europe,Germany,2020-08-30,243305,470,1258.7142857142858,243305,233973,18690,18351.714285714286
DEU,Europe,Germany,2020-08-31,244802,1497,1240.0,244802,235467,18672,18424.714285714286
DEU,Europe,Germany,2020-09-01,246015,1213,1204.5714285714287,246015,236676,18273,18472.714285714286
DEU,Europe,Germany,2020-09-02,247411,1396,1200.142857142857,247411,238057,18153,18494.285714285714
DEU,Europe,Germany,2020-09-03,248840,1429,1181.2857142857142,248840,239486,17961,18440.14285714286
DEU,Europe,Germany,2020-09-04,250283,1443,1165.2857142857142,250283,240924,18122,18369.285714285714
DEU,Europe,Germany,2020-09-05,251058,775,1174.7142857142858,251058,241697,18127,18285.428571428572
DEU,Europe,Germany,2020-09-06,251728,670,1203.2857142857142,251728,242366,18151,18208.428571428572
DEU,Europe,Germany,2020-09-07,253626,1898,1260.5714285714287,253626,244263,18559,18192.285714285714
DEU,Europe,Germany,2020-09-08,254957,1331,1277.4285714285713,254957,245589,18210,18183.285714285714
DEU,Europe,Germany,2020-09-09,256433,1476,1288.857142857143,256433,247059,18275,18200.714285714286
DEU,Europe,Germany,2020-09-10,258149,1716,1329.857142857143,258149,248772,18489,18276.14285714286
DEU,Europe,Germany,2020-09-11,259735,1586,1350.2857142857142,259735,250355,19006,18402.428571428572
DEU,Europe,Germany,2020-09-12,260817,1082,1394.142857142857,260817,251433,19480,18595.714285714286
DEU,Europe,Germany,2020-09-13,261737,920,1429.857142857143,261737,252351,19810,18832.714285714286
DEU,Europe,Germany,2020-09-14,263222,1485,1370.857142857143,263222,253834,19817,19012.428571428572
DEU,Europe,Germany,2020-09-15,265014,1792,1436.7142857142858,265014,255615,20503,19340.0
DEU,Europe,Germany,2020-09-16,266869,1855,1490.857142857143,266869,257464,20841,19706.571428571428
DEU,Europe,Germany,2020-09-17,269048,2179,1557.0,269048,259640,21203,20094.285714285714
DEU,Europe,Germany,2020-09-18,271247,2199,1644.5714285714287,271247,261829,22175,20547.0
DEU,Europe,Germany,2020-09-19,272932,1685,1730.7142857142858,272932,263512,23002,21050.14285714286
DEU,Europe,Germany,2020-09-20,273965,1033,1746.857142857143,273965,264543,23351,21556.0
DEU,Europe,Germany,2020-09-21,275560,1595,1762.5714285714287,275560,266138,23482,22079.571428571428
DEU,Europe,Germany,2020-09-22,277412,1852,1771.142857142857,277412,267975,23282,22476.571428571428
DEU,Europe,Germany,2020-09-23,279025,1613,1736.5714285714287,279025,269570,23864,22908.428571428572
DEU,Europe,Germany,2020-09-24,281346,2321,1756.857142857143,281346,271878,24112,23324.0
DEU,Europe,Germany,2020-09-25,283712,2366,1780.7142857142858,283712,274229,25065,23736.85714285714
DEU,Europe,Germany,2020-09-26,285026,1314,1727.7142857142858,285026,275535,25431,24083.85714285714
DEU,Europe,Germany,2020-09-27,286339,1313,1767.7142857142858,286339,276843,25977,24459.0
DEU,Europe,Germany,2020-09-28,288631,2292,1867.2857142857142,288631,279131,26438,24881.285714285714
DEU,Europe,Germany,2020-09-29,290471,1840,1865.5714285714287,290471,280956,25744,25233.0
DEU,Europe,Germany,2020-09-30,292913,2442,1984.0,292913,283386,26525,25613.14285714286
DEU,Europe,Germany,2020-10-01,295539,2626,2027.5714285714287,295539,285998,27778,26136.85714285714
DEU,Europe,Germany,2020-10-02,298374,2835,2094.5714285714284,298374,288824,29102,26713.571428571428
DEU,Europe,Germany,2020-10-03,300027,1653,2143.0,300027,290464,29548,27301.714285714286
DEU,Europe,Germany,2020-10-04,301573,1546,2176.285714285714,301573,292008,30006,27877.285714285714
DEU,Europe,Germany,2020-10-05,304673,3100,2291.714285714286,304673,295087,29463,28309.428571428572
DEU,Europe,Germany,2020-10-06,307127,2454,2379.4285714285716,307127,297529,29782,28886.285714285714
DEU,Europe,Germany,2020-10-07,311137,4010,2603.4285714285716,311137,301523,31801,29640.0
DEU,Europe,Germany,2020-10-08,315941,4804,2914.5714285714284,315941,306315,34355,30579.571428571428
DEU,Europe,Germany,2020-10-09,320495,4554,3160.1428571428573,320495,310864,37146,31728.714285714286
DEU,Europe,Germany,2020-10-10,323463,2968,3348.0,323463,313811,38877,33061.42857142857
DEU,Europe,Germany,2020-10-11,326309,2846,3533.714285714286,326309,316651,39668,34441.71428571428
