ISO_code,Continent,Country/Region,Date,Total Recovered,Total Recovered Smooth (7 days)
DEU,Europe,Germany,2020-11-24,703880,652851.7142857143
DEU,Europe,Germany,2020-11-25,726068,671200.0
DEU,Europe,Germany,2020-11-26,750584,689850.5714285715
DEU,Europe,Germany,2020-11-27,772657,708413.0
DEU,Europe,Germany,2020-11-28,787190,727043.5714285715
DEU,Europe,Germany,2020-11-29,790341,744060.8571428572
DEU,Europe,Germany,2020-11-30,804661,762197.2857142857
DEU,Europe,Germany,2020-12-01,830587,780298.2857142857
DEU,Europe,Germany,2020-12-02,854062,798583.1428571428
DEU,Europe,Germany,2020-12-03,877831,816761.2857142857
DEU,Europe,Germany,2020-12-04,900168,834977.1428571428
DEU,Europe,Germany,2020-12-05,913897,853078.1428571428
DEU,Europe,Germany,2020-12-06,918176,871340.2857142857
DEU,Europe,Germany,2020-12-07,932330,889578.7142857143
DEU,Europe,Germany,2020-12-08,948328,906398.8571428572
DEU,Europe,Germany,2020-12-09,980637,924481.0
DEU,Europe,Germany,2020-12-10,1002158,942242.0
DEU,Europe,Germany,2020-12-11,1022606,959733.1428571428
DEU,Europe,Germany,2020-12-12,1036281,977216.5714285715
DEU,Europe,Germany,2020-12-13,1039353,994527.5714285715
DEU,Europe,Germany,2020-12-14,1053186,1011792.7142857143
DEU,Europe,Germany,2020-12-15,1077469,1030241.4285714285
DEU,Europe,Germany,2020-12-16,1100262,1047330.7142857143
DEU,Europe,Germany,2020-12-17,1123415,1064653.142857143
DEU,Europe,Germany,2020-12-18,1138905,1081267.2857142857
DEU,Europe,Germany,2020-12-19,1164769,1099622.7142857143
DEU,Europe,Germany,2020-12-20,1175529,1119076.4285714286
DEU,Europe,Germany,2020-12-21,1180540,1137269.857142857
DEU,Europe,Germany,2020-12-22,1209235,1156093.5714285714
DEU,Europe,Germany,2020-12-23,1233866,1175179.857142857
DEU,Europe,Germany,2020-12-24,1265996,1195548.5714285714
DEU,Europe,Germany,2020-12-25,1292710,1217520.7142857143
DEU,Europe,Germany,2020-12-26,1314169,1238863.5714285714
DEU,Europe,Germany,2020-12-27,1328672,1260741.142857143
DEU,Europe,Germany,2020-12-28,1334595,1282749.0
DEU,Europe,Germany,2020-12-29,1367510,1305359.7142857143
DEU,Europe,Germany,2020-12-30,1399525,1329025.2857142857
DEU,Europe,Germany,2020-12-31,1428950,1352304.4285714286
DEU,Europe,Germany,2021-01-01,1461053,1376353.4285714286
DEU,Europe,Germany,2021-01-02,1482315,1400374.2857142857
DEU,Europe,Germany,2021-01-03,1488530,1423211.142857143
DEU,Europe,Germany,2021-01-04,1507076,1447851.2857142857
DEU,Europe,Germany,2021-01-05,1542243,1472813.142857143
DEU,Europe,Germany,2021-01-06,1575188,1497907.857142857
DEU,Europe,Germany,2021-01-07,1601234,1522519.857142857
DEU,Europe,Germany,2021-01-08,1603124,1542815.7142857143
